Name,Term,Session,Subject,Catalog,Section,Descr,Tot Enrl,Grade,Count
"Li,Zhi",1188,1,MUCM,3621,500,GUITAR ENSEMBLE,9,A,9
"Shi,Yu",1188,1,PADM,5020,1,MANAGE PUBLIC ORGS,32,A,26
"Shi,Yu",1188,1,PADM,5020,1,MANAGE PUBLIC ORGS,32,B,4
"Shi,Yu",1188,1,PADM,5020,1,MANAGE PUBLIC ORGS,32,F,1
"Shi,Yu",1188,1,PADM,5020,1,MANAGE PUBLIC ORGS,32,W,1
"Shi,Yu",1188,1,PADM,5700,2,SEM PUB ADM,5,A,4
"Shi,Yu",1188,1,PADM,5700,2,SEM PUB ADM,5,B,1
"Ta,Anh",1188,1,DSCI,3710,5,BUSINESS STATISTICS,103,A,42
"Ta,Anh",1188,1,DSCI,3710,5,BUSINESS STATISTICS,103,B,28
"Ta,Anh",1188,1,DSCI,3710,5,BUSINESS STATISTICS,103,C,27
"Ta,Anh",1188,1,DSCI,3710,5,BUSINESS STATISTICS,103,D,2
"Ta,Anh",1188,1,DSCI,3710,5,BUSINESS STATISTICS,103,F,2
"Ta,Anh",1188,1,DSCI,3710,5,BUSINESS STATISTICS,103,W,2
"Vu,Nga",1188,1,ADES,1560,501,FASH INTR IND SEW,13,A,3
"Vu,Nga",1188,1,ADES,1560,501,FASH INTR IND SEW,13,C,5
"Vu,Nga",1188,1,ADES,1560,501,FASH INTR IND SEW,13,D,1
"Vu,Nga",1188,1,ADES,1560,501,FASH INTR IND SEW,13,F,2
"Vu,Nga",1188,1,ADES,1560,501,FASH INTR IND SEW,13,W,2
"Vu,Nga",1188,1,ADES,1560,502,FASH INTR IND SEW,18,A,7
"Vu,Nga",1188,1,ADES,1560,502,FASH INTR IND SEW,18,B,8
"Vu,Nga",1188,1,ADES,1560,502,FASH INTR IND SEW,18,C,2
"Vu,Nga",1188,1,ADES,1560,502,FASH INTR IND SEW,18,D,1
"Fu,Song",1188,1,CSCE,6950,808,DISSERTATION,6,PR,6
"Hao,Han",1188,1,MATH,3680,1,APPLIED STATISTICS,42,A,13
"Hao,Han",1188,1,MATH,3680,1,APPLIED STATISTICS,42,B,7
"Hao,Han",1188,1,MATH,3680,1,APPLIED STATISTICS,42,C,13
"Hao,Han",1188,1,MATH,3680,1,APPLIED STATISTICS,42,D,2
"Hao,Han",1188,1,MATH,3680,1,APPLIED STATISTICS,42,F,5
"Hao,Han",1188,1,MATH,3680,1,APPLIED STATISTICS,42,W,2
"Hao,Han",1188,1,MATH,5810,1,PROBABLTY & STAT,8,A,1
"Hao,Han",1188,1,MATH,5810,1,PROBABLTY & STAT,8,B,6
"Hao,Han",1188,1,MATH,5810,1,PROBABLTY & STAT,8,C,1
"Jin,Wei",1188,1,CSCE,5200,1,INFORMATION RETRIEVAL,19,A,14
"Jin,Wei",1188,1,CSCE,5200,1,INFORMATION RETRIEVAL,19,B,4
"Jin,Wei",1188,1,CSCE,5200,1,INFORMATION RETRIEVAL,19,C,1
"Le,Linh",1188,1,ACCT,2010,12,ACCOUNT PRIN I,45,A,7
"Le,Linh",1188,1,ACCT,2010,12,ACCOUNT PRIN I,45,B,16
"Le,Linh",1188,1,ACCT,2010,12,ACCOUNT PRIN I,45,C,11
"Le,Linh",1188,1,ACCT,2010,12,ACCOUNT PRIN I,45,D,5
"Le,Linh",1188,1,ACCT,2010,12,ACCOUNT PRIN I,45,F,5
"Le,Linh",1188,1,ACCT,2010,12,ACCOUNT PRIN I,45,W,1
"Lee,Won",1188,1,MUAC,1508,707,FLUTE,7,A,56
"Lee,Won",1188,1,MUEN,2625,500,WIND ENSEMBLES,14,A,13
"Lee,Won",1188,1,MUEN,2625,500,WIND ENSEMBLES,14,W,1
"Lin,Lin",1188,8W1,LTEC,5040,80,ONLINE INSTRUCTION,16,A,16
"Lin,Lin",1188,8W1,LTEC,5200,80,NEW TECH OF INSTRU,22,A,21
"Lin,Lin",1188,8W1,LTEC,5200,80,NEW TECH OF INSTRU,22,D,1
"Shen,Qi",1188,1,MUCP,2080,701,SECONDARY COMP I,5,A,24
"Shen,Qi",1188,1,MUCP,2080,701,SECONDARY COMP I,5,B,6
"Shen,Qi",1188,1,MUCP,4670,1,INTRO ELECTROACOUSTIC,8,A,7
"Shen,Qi",1188,1,MUCP,4670,1,INTRO ELECTROACOUSTIC,8,W,1
"Sun,Hua",1188,1,EENG,5810,1,DIGITAL COMM,25,A,13
"Sun,Hua",1188,1,EENG,5810,1,DIGITAL COMM,25,B,11
"Sun,Hua",1188,1,EENG,5810,1,DIGITAL COMM,25,W,1
"Tao,Jie",1188,1,PADM,4450,1,PUBLIC POL ANALY,29,A,6
"Tao,Jie",1188,1,PADM,4450,1,PUBLIC POL ANALY,29,B,17
"Tao,Jie",1188,1,PADM,4450,1,PUBLIC POL ANALY,29,C,3
"Tao,Jie",1188,1,PADM,4450,1,PUBLIC POL ANALY,29,D,1
"Tao,Jie",1188,1,PADM,4450,1,PUBLIC POL ANALY,29,F,2
"Tao,Zhi",1188,1,DSCI,2710,2,DATA ANALYSIS,111,A,41
"Tao,Zhi",1188,1,DSCI,2710,2,DATA ANALYSIS,111,B,23
"Tao,Zhi",1188,1,DSCI,2710,2,DATA ANALYSIS,111,C,22
"Tao,Zhi",1188,1,DSCI,2710,2,DATA ANALYSIS,111,D,3
"Tao,Zhi",1188,1,DSCI,2710,2,DATA ANALYSIS,111,F,15
"Tao,Zhi",1188,1,DSCI,2710,2,DATA ANALYSIS,111,W,7
"Tao,Zhi",1188,1,DSCI,2710,5,DATA ANALYSIS,129,A,50
"Tao,Zhi",1188,1,DSCI,2710,5,DATA ANALYSIS,129,B,37
"Tao,Zhi",1188,1,DSCI,2710,5,DATA ANALYSIS,129,C,19
"Tao,Zhi",1188,1,DSCI,2710,5,DATA ANALYSIS,129,D,1
"Tao,Zhi",1188,1,DSCI,2710,5,DATA ANALYSIS,129,F,15
"Tao,Zhi",1188,1,DSCI,2710,5,DATA ANALYSIS,129,W,7
"Tao,Zhi",1188,1,DSCI,3710,1,BUSINESS STATISTICS,103,A,37
"Tao,Zhi",1188,1,DSCI,3710,1,BUSINESS STATISTICS,103,B,30
"Tao,Zhi",1188,1,DSCI,3710,1,BUSINESS STATISTICS,103,C,22
"Tao,Zhi",1188,1,DSCI,3710,1,BUSINESS STATISTICS,103,D,3
"Tao,Zhi",1188,1,DSCI,3710,1,BUSINESS STATISTICS,103,F,3
"Tao,Zhi",1188,1,DSCI,3710,1,BUSINESS STATISTICS,103,W,8
"Wen,Han",1188,1,HMGT,4300,2,BEVERAGE SURVEY,75,A,33
"Wen,Han",1188,1,HMGT,4300,2,BEVERAGE SURVEY,75,B,30
"Wen,Han",1188,1,HMGT,4300,2,BEVERAGE SURVEY,75,C,7
"Wen,Han",1188,1,HMGT,4300,2,BEVERAGE SURVEY,75,F,1
"Wen,Han",1188,1,HMGT,4300,2,BEVERAGE SURVEY,75,P,4
"Wen,Han",1188,1,HMGT,4820,1,PROPERTIES MGMT,17,A,14
"Wen,Han",1188,1,HMGT,4820,1,PROPERTIES MGMT,17,B,3
"Wu,Andy",1188,1,BCIS,3610,1,BASIC INFO SYSTEM,103,A,37
"Wu,Andy",1188,1,BCIS,3610,1,BASIC INFO SYSTEM,103,B,41
"Wu,Andy",1188,1,BCIS,3610,1,BASIC INFO SYSTEM,103,C,14
"Wu,Andy",1188,1,BCIS,3610,1,BASIC INFO SYSTEM,103,D,4
"Wu,Andy",1188,1,BCIS,3610,1,BASIC INFO SYSTEM,103,F,4
"Wu,Andy",1188,1,BCIS,3610,1,BASIC INFO SYSTEM,103,W,3
"Wu,Andy",1188,1,BCIS,3680,1,ENTERPRISE PROGRAMMING,70,A,43
"Wu,Andy",1188,1,BCIS,3680,1,ENTERPRISE PROGRAMMING,70,B,13
"Wu,Andy",1188,1,BCIS,3680,1,ENTERPRISE PROGRAMMING,70,C,7
"Wu,Andy",1188,1,BCIS,3680,1,ENTERPRISE PROGRAMMING,70,F,1
"Wu,Andy",1188,1,BCIS,3680,1,ENTERPRISE PROGRAMMING,70,W,6
"Wu,Andy",1188,1,BCIS,4630,1,FUND IT SECURITY,16,A,11
"Wu,Andy",1188,1,BCIS,4630,1,FUND IT SECURITY,16,B,3
"Wu,Andy",1188,1,BCIS,4630,1,FUND IT SECURITY,16,C,1
"Wu,Andy",1188,1,BCIS,4630,1,FUND IT SECURITY,16,F,1
"An,Yunjo",1188,8W2,LTEC,5610,20,ANLY RSCH LTEC,8,A,6
"An,Yunjo",1188,8W2,LTEC,5610,20,ANLY RSCH LTEC,8,B,1
"An,Yunjo",1188,8W2,LTEC,5610,20,ANLY RSCH LTEC,8,C,1
"An,Yunjo",1188,8W2,LTEC,5610,80,ANLY RSCH LTEC,19,A,14
"An,Yunjo",1188,8W2,LTEC,5610,80,ANLY RSCH LTEC,19,B,4
"An,Yunjo",1188,8W2,LTEC,5610,80,ANLY RSCH LTEC,19,F,1
"Chet,Guy",1188,1,HIST,4216,1,ROMAN NEAR EAST,31,A,10
"Chet,Guy",1188,1,HIST,4216,1,ROMAN NEAR EAST,31,B,9
"Chet,Guy",1188,1,HIST,4216,1,ROMAN NEAR EAST,31,C,6
"Chet,Guy",1188,1,HIST,4216,1,ROMAN NEAR EAST,31,D,1
"Chet,Guy",1188,1,HIST,4216,1,ROMAN NEAR EAST,31,F,2
"Chet,Guy",1188,1,HIST,4216,1,ROMAN NEAR EAST,31,W,3
"Chet,Guy",1188,1,HIST,5240,1,STD EUR MIL DIP,13,A,7
"Chet,Guy",1188,1,HIST,5240,1,STD EUR MIL DIP,13,B,3
"Chet,Guy",1188,1,HIST,5240,1,STD EUR MIL DIP,13,F,1
"Chet,Guy",1188,1,HIST,5240,1,STD EUR MIL DIP,13,I,1
"Chet,Guy",1188,1,HIST,5240,1,STD EUR MIL DIP,13,W,1
"Darr,Jay",1188,1,RHAB,5250,810,TOPICS IN REHAB,12,A,4
"Darr,Jay",1188,1,RHAB,5250,810,TOPICS IN REHAB,12,B,5
"Darr,Jay",1188,1,RHAB,5250,810,TOPICS IN REHAB,12,C,2
"Darr,Jay",1188,1,RHAB,5250,810,TOPICS IN REHAB,12,W,1
"Gao,Yiyi",1188,1,MUTH,1510,3,AURAL SKILLS II,18,A,4
"Gao,Yiyi",1188,1,MUTH,1510,3,AURAL SKILLS II,18,B,12
"Gao,Yiyi",1188,1,MUTH,1510,3,AURAL SKILLS II,18,C,2
"Gao,Yiyi",1188,1,MUTH,1510,5,AURAL SKILLS II,7,A,5
"Gao,Yiyi",1188,1,MUTH,1510,5,AURAL SKILLS II,7,C,1
"Gao,Yiyi",1188,1,MUTH,1510,5,AURAL SKILLS II,7,F,1
"Guo,Xuan",1188,1,MATH,4810,1,BIOCOMPUTING,6,A,4
"Guo,Xuan",1188,1,MATH,4810,1,BIOCOMPUTING,6,B,1
"Guo,Xuan",1188,1,MATH,4810,1,BIOCOMPUTING,6,I,1
"Hao,Jian",1188,1,MATH,1780,1,PROBABILITY,70,A,12
"Hao,Jian",1188,1,MATH,1780,1,PROBABILITY,70,B,27
"Hao,Jian",1188,1,MATH,1780,1,PROBABILITY,70,C,14
"Hao,Jian",1188,1,MATH,1780,1,PROBABILITY,70,D,8
"Hao,Jian",1188,1,MATH,1780,1,PROBABILITY,70,F,8
"Hao,Jian",1188,1,MATH,1780,1,PROBABILITY,70,W,1
"Hao,Jian",1188,1,MATH,1780,2,PROBABILITY,60,A,12
"Hao,Jian",1188,1,MATH,1780,2,PROBABILITY,60,B,20
"Hao,Jian",1188,1,MATH,1780,2,PROBABILITY,60,C,11
"Hao,Jian",1188,1,MATH,1780,2,PROBABILITY,60,D,6
"Hao,Jian",1188,1,MATH,1780,2,PROBABILITY,60,F,9
"Hao,Jian",1188,1,MATH,1780,2,PROBABILITY,60,W,2
"Hao,Jian",1188,1,MATH,1780,3,PROBABILITY,50,A,12
"Hao,Jian",1188,1,MATH,1780,3,PROBABILITY,50,B,16
"Hao,Jian",1188,1,MATH,1780,3,PROBABILITY,50,C,13
"Hao,Jian",1188,1,MATH,1780,3,PROBABILITY,50,D,2
"Hao,Jian",1188,1,MATH,1780,3,PROBABILITY,50,F,4
"Hao,Jian",1188,1,MATH,1780,3,PROBABILITY,50,W,3
"Jin,Ling",1188,1,PSYC,2950,306,EXPERIMENTAL METHODS,30,,30
"Jin,Ling",1188,1,PSYC,4520,2,PERSONALITY,243,A,172
"Jin,Ling",1188,1,PSYC,4520,2,PERSONALITY,243,B,43
"Jin,Ling",1188,1,PSYC,4520,2,PERSONALITY,243,C,15
"Jin,Ling",1188,1,PSYC,4520,2,PERSONALITY,243,D,5
"Jin,Ling",1188,1,PSYC,4520,2,PERSONALITY,243,F,5
"Jin,Ling",1188,1,PSYC,4520,2,PERSONALITY,243,W,3
"Lau,Elim",1188,1,MUTH,1410,4,AURAL SKILLS I,22,A,5
"Lau,Elim",1188,1,MUTH,1410,4,AURAL SKILLS I,22,B,10
"Lau,Elim",1188,1,MUTH,1410,4,AURAL SKILLS I,22,C,4
"Lau,Elim",1188,1,MUTH,1410,4,AURAL SKILLS I,22,D,3
"Lau,Elim",1188,1,MUTH,1410,10,AURAL SKILLS I,24,A,6
"Lau,Elim",1188,1,MUTH,1410,10,AURAL SKILLS I,24,B,12
"Lau,Elim",1188,1,MUTH,1410,10,AURAL SKILLS I,24,C,4
"Lau,Elim",1188,1,MUTH,1410,10,AURAL SKILLS I,24,F,1
"Lau,Elim",1188,1,MUTH,1410,10,AURAL SKILLS I,24,W,1
"Li,Qiwei",1188,1,AGER,4800,810,SOC CONTEXT AGING,49,A,28
"Li,Qiwei",1188,1,AGER,4800,810,SOC CONTEXT AGING,49,B,6
"Li,Qiwei",1188,1,AGER,4800,810,SOC CONTEXT AGING,49,C,6
"Li,Qiwei",1188,1,AGER,4800,810,SOC CONTEXT AGING,49,D,2
"Li,Qiwei",1188,1,AGER,4800,810,SOC CONTEXT AGING,49,F,5
"Li,Qiwei",1188,1,AGER,4800,810,SOC CONTEXT AGING,49,W,2
"Liang,Lu",1188,1,GEOG,5510,1,GIS APPLIED RESEARCH,14,A,12
"Liang,Lu",1188,1,GEOG,5510,1,GIS APPLIED RESEARCH,14,F,1
"Liang,Lu",1188,1,GEOG,5510,1,GIS APPLIED RESEARCH,14,W,1
"Loyd,Zak",1188,1,ASTU,3030,504,COMPUTERS IN ART,20,A,16
"Loyd,Zak",1188,1,ASTU,3030,504,COMPUTERS IN ART,20,B,4
"Maeda,Ko",1188,1,PSCI,3700,1,AREA POLITICS,35,A,10
"Maeda,Ko",1188,1,PSCI,3700,1,AREA POLITICS,35,B,10
"Maeda,Ko",1188,1,PSCI,3700,1,AREA POLITICS,35,C,9
"Maeda,Ko",1188,1,PSCI,3700,1,AREA POLITICS,35,D,4
"Maeda,Ko",1188,1,PSCI,3700,1,AREA POLITICS,35,F,1
"Maeda,Ko",1188,1,PSCI,3700,1,AREA POLITICS,35,W,1
"Maeda,Ko",1188,1,PSCI,6320,1,QUANT RSCH METHOD,10,A,3
"Maeda,Ko",1188,1,PSCI,6320,1,QUANT RSCH METHOD,10,B,5
"Maeda,Ko",1188,1,PSCI,6320,1,QUANT RSCH METHOD,10,C,1
"Maeda,Ko",1188,1,PSCI,6320,1,QUANT RSCH METHOD,10,W,1
"Otal,Taz",1188,1,PSYC,5420,301,ASSESSMENT I,9,,9
"Pace,Aza",1188,1,ENGL,1310,28,COL WRIT I,25,A,14
"Pace,Aza",1188,1,ENGL,1310,28,COL WRIT I,25,B,7
"Pace,Aza",1188,1,ENGL,1310,28,COL WRIT I,25,C,1
"Pace,Aza",1188,1,ENGL,1310,28,COL WRIT I,25,D,1
"Pace,Aza",1188,1,ENGL,1310,28,COL WRIT I,25,F,1
"Pace,Aza",1188,1,ENGL,1310,28,COL WRIT I,25,W,1
"Pace,Aza",1188,1,ENGL,1310,37,COL WRIT I,25,A,11
"Pace,Aza",1188,1,ENGL,1310,37,COL WRIT I,25,B,10
"Pace,Aza",1188,1,ENGL,1310,37,COL WRIT I,25,C,1
"Pace,Aza",1188,1,ENGL,1310,37,COL WRIT I,25,D,1
"Pace,Aza",1188,1,ENGL,1310,37,COL WRIT I,25,F,2
"Pope,Nat",1188,1,RMIN,4300,1,LIABILITY RISK MGMT,27,A,5
"Pope,Nat",1188,1,RMIN,4300,1,LIABILITY RISK MGMT,27,B,15
"Pope,Nat",1188,1,RMIN,4300,1,LIABILITY RISK MGMT,27,C,4
"Pope,Nat",1188,1,RMIN,4300,1,LIABILITY RISK MGMT,27,F,1
"Pope,Nat",1188,1,RMIN,4300,1,LIABILITY RISK MGMT,27,W,2
"Rana,Lal",1188,1,EDBE,3480,1,BIL / MULT FOR ELL,20,A,11
"Rana,Lal",1188,1,EDBE,3480,1,BIL / MULT FOR ELL,20,B,7
"Rana,Lal",1188,1,EDBE,3480,1,BIL / MULT FOR ELL,20,W,2
"Rana,Lal",1188,1,EDBE,3480,3,BIL / MULT FOR ELL,12,A,7
"Rana,Lal",1188,1,EDBE,3480,3,BIL / MULT FOR ELL,12,B,5
"Ross,Haj",1188,1,LING,4090,1,SEMANTICS / PRAGMATICS,22,A,21
"Ross,Haj",1188,1,LING,4090,1,SEMANTICS / PRAGMATICS,22,F,1
"Ross,Haj",1188,1,LING,4100,1,POETICS,9,A,9
"Sun,Lili",1188,1,ACCT,3120,4,INTER ACCT II,11,A,4
"Sun,Lili",1188,1,ACCT,3120,4,INTER ACCT II,11,B,5
"Sun,Lili",1188,1,ACCT,3120,4,INTER ACCT II,11,C,2
"Sun,Lili",1188,1,ACCT,5110,3,ACCOUNTING RESEARCH,26,A,20
"Sun,Lili",1188,1,ACCT,5110,3,ACCOUNTING RESEARCH,26,B,6
"Wang,Xin",1188,1,INFO,5000,1,INFO & KNOWL PROFESSNS,138,A,122
"Wang,Xin",1188,1,INFO,5000,1,INFO & KNOWL PROFESSNS,138,B,8
"Wang,Xin",1188,1,INFO,5000,1,INFO & KNOWL PROFESSNS,138,C,1
"Wang,Xin",1188,1,INFO,5000,1,INFO & KNOWL PROFESSNS,138,D,1
"Wang,Xin",1188,1,INFO,5000,1,INFO & KNOWL PROFESSNS,138,F,1
"Wang,Xin",1188,1,INFO,5000,1,INFO & KNOWL PROFESSNS,138,W,5
"Wang,Xin",1188,1,INFO,5000,5,INFO & KNOWL PROFESSNS,14,A,12
"Wang,Xin",1188,1,INFO,5000,5,INFO & KNOWL PROFESSNS,14,B,2
"Webb,Jae",1188,1,MGMT,3850,2,ENTREPRENEURSHIP,93,A,18
"Webb,Jae",1188,1,MGMT,3850,2,ENTREPRENEURSHIP,93,B,53
"Webb,Jae",1188,1,MGMT,3850,2,ENTREPRENEURSHIP,93,C,14
"Webb,Jae",1188,1,MGMT,3850,2,ENTREPRENEURSHIP,93,D,5
"Webb,Jae",1188,1,MGMT,3850,2,ENTREPRENEURSHIP,93,F,2
"Webb,Jae",1188,1,MGMT,3850,2,ENTREPRENEURSHIP,93,W,1
"Webb,Jae",1188,1,MGMT,3880,1,BUS ETHICS & RESP,86,A,15
"Webb,Jae",1188,1,MGMT,3880,1,BUS ETHICS & RESP,86,B,29
"Webb,Jae",1188,1,MGMT,3880,1,BUS ETHICS & RESP,86,C,24
"Webb,Jae",1188,1,MGMT,3880,1,BUS ETHICS & RESP,86,D,2
"Webb,Jae",1188,1,MGMT,3880,1,BUS ETHICS & RESP,86,F,13
"Webb,Jae",1188,1,MGMT,3880,1,BUS ETHICS & RESP,86,W,3
"Webb,Jae",1188,8W2,MGMT,5260,1,EMPL PLAC&PERS PLAN,7,A,4
"Webb,Jae",1188,8W2,MGMT,5260,1,EMPL PLAC&PERS PLAN,7,B,1
"Webb,Jae",1188,8W2,MGMT,5260,1,EMPL PLAC&PERS PLAN,7,C,1
"Webb,Jae",1188,8W2,MGMT,5260,1,EMPL PLAC&PERS PLAN,7,F,1
"Webb,Jae",1188,8W2,MGMT,5260,80,EMPL PLAC&PERS PLAN,20,A,12
"Webb,Jae",1188,8W2,MGMT,5260,80,EMPL PLAC&PERS PLAN,20,B,5
"Webb,Jae",1188,8W2,MGMT,5260,80,EMPL PLAC&PERS PLAN,20,C,1
"Webb,Jae",1188,8W2,MGMT,5260,80,EMPL PLAC&PERS PLAN,20,F,2
"Webb,Jae",1188,8W2,MGMT,5710,1,SEM BUS ETHICS SOC RES,9,A,4
"Webb,Jae",1188,8W2,MGMT,5710,1,SEM BUS ETHICS SOC RES,9,B,4
"Webb,Jae",1188,8W2,MGMT,5710,1,SEM BUS ETHICS SOC RES,9,D,1
"Webb,Jae",1188,8W2,MGMT,5710,80,SEM BUS ETHICS SOC RES,56,A,24
"Webb,Jae",1188,8W2,MGMT,5710,80,SEM BUS ETHICS SOC RES,56,B,30
"Webb,Jae",1188,8W2,MGMT,5710,80,SEM BUS ETHICS SOC RES,56,C,1
"Webb,Jae",1188,8W2,MGMT,5710,80,SEM BUS ETHICS SOC RES,56,W,1
"Xie,Heng",1188,1,DSCI,2710,7,DATA ANALYSIS,48,A,32
"Xie,Heng",1188,1,DSCI,2710,7,DATA ANALYSIS,48,B,8
"Xie,Heng",1188,1,DSCI,2710,7,DATA ANALYSIS,48,C,4
"Xie,Heng",1188,1,DSCI,2710,7,DATA ANALYSIS,48,F,4
"Yang,Tao",1188,1,EENG,2620,1,SIGNALS AND SYSTEMS,50,A,13
"Yang,Tao",1188,1,EENG,2620,1,SIGNALS AND SYSTEMS,50,B,17
"Yang,Tao",1188,1,EENG,2620,1,SIGNALS AND SYSTEMS,50,C,17
"Yang,Tao",1188,1,EENG,2620,1,SIGNALS AND SYSTEMS,50,D,2
"Yang,Tao",1188,1,EENG,2620,1,SIGNALS AND SYSTEMS,50,F,1
"Yang,Tao",1188,1,EENG,2621,1,SIGNALS & SYSTEMS LAB,11,A,7
"Yang,Tao",1188,1,EENG,2621,1,SIGNALS & SYSTEMS LAB,11,B,3
"Yang,Tao",1188,1,EENG,2621,1,SIGNALS & SYSTEMS LAB,11,F,1
"Yang,Tao",1188,1,EENG,4010,13,TOPICS IN EE,23,A,14
"Yang,Tao",1188,1,EENG,4010,13,TOPICS IN EE,23,B,5
"Yang,Tao",1188,1,EENG,4010,13,TOPICS IN EE,23,C,3
"Yang,Tao",1188,1,EENG,4010,13,TOPICS IN EE,23,D,1
"Yang,Tao",1188,1,EENG,5940,13,ADV TOPICS IN ELEC ENGINEER,14,A,12
"Yang,Tao",1188,1,EENG,5940,13,ADV TOPICS IN ELEC ENGINEER,14,C,2
"Yu,Cheng",1188,1,CNET,2300,1,CONST. GRAPH. & MODEL.,25,A,18
"Yu,Cheng",1188,1,CNET,2300,1,CONST. GRAPH. & MODEL.,25,B,5
"Yu,Cheng",1188,1,CNET,2300,1,CONST. GRAPH. & MODEL.,25,C,1
"Yu,Cheng",1188,1,CNET,2300,1,CONST. GRAPH. & MODEL.,25,F,1
"Yu,Cheng",1188,1,CNET,2300,101,CONST. GRAPH. & MODEL.,25,,25
"Yu,Cheng",1188,1,MSET,5220,1,BLDG INFO MODELING,5,A,5
"Yun,Xiao",1188,1,MUTH,2410,5,AURAL SKILLS III,21,A,4
"Yun,Xiao",1188,1,MUTH,2410,5,AURAL SKILLS III,21,B,10
"Yun,Xiao",1188,1,MUTH,2410,5,AURAL SKILLS III,21,C,4
"Yun,Xiao",1188,1,MUTH,2410,5,AURAL SKILLS III,21,F,1
"Yun,Xiao",1188,1,MUTH,2410,5,AURAL SKILLS III,21,W,2
"Yun,Xiao",1188,1,MUTH,2410,10,AURAL SKILLS III,18,A,5
"Yun,Xiao",1188,1,MUTH,2410,10,AURAL SKILLS III,18,B,6
"Yun,Xiao",1188,1,MUTH,2410,10,AURAL SKILLS III,18,C,4
"Yun,Xiao",1188,1,MUTH,2410,10,AURAL SKILLS III,18,D,1
"Yun,Xiao",1188,1,MUTH,2410,10,AURAL SKILLS III,18,F,1
"Yun,Xiao",1188,1,MUTH,2410,10,AURAL SKILLS III,18,W,1
"Zhao,Hui",1188,1,CSCE,2610,1,AL COMP ORG,59,A,14
"Zhao,Hui",1188,1,CSCE,2610,1,AL COMP ORG,59,B,30
"Zhao,Hui",1188,1,CSCE,2610,1,AL COMP ORG,59,C,7
"Zhao,Hui",1188,1,CSCE,2610,1,AL COMP ORG,59,D,4
"Zhao,Hui",1188,1,CSCE,2610,1,AL COMP ORG,59,W,4
"Zhou,Jie",1188,1,MATH,2730,6,MULTIVARIABLE CAL,39,A,15
"Zhou,Jie",1188,1,MATH,2730,6,MULTIVARIABLE CAL,39,B,7
"Zhou,Jie",1188,1,MATH,2730,6,MULTIVARIABLE CAL,39,C,9
"Zhou,Jie",1188,1,MATH,2730,6,MULTIVARIABLE CAL,39,D,2
"Zhou,Jie",1188,1,MATH,2730,6,MULTIVARIABLE CAL,39,F,2
"Zhou,Jie",1188,1,MATH,2730,6,MULTIVARIABLE CAL,39,W,4
"Asam,Lara",1188,1,ART,1440,501,DESIGN I,20,,20
"Asam,Lara",1188,1,ART,1440,503,DESIGN I,19,,19
"Aziz,Anum",1188,1,ENGL,1310,43,COL WRIT I,25,A,5
"Aziz,Anum",1188,1,ENGL,1310,43,COL WRIT I,25,B,13
"Aziz,Anum",1188,1,ENGL,1310,43,COL WRIT I,25,C,1
"Aziz,Anum",1188,1,ENGL,1310,43,COL WRIT I,25,D,2
"Aziz,Anum",1188,1,ENGL,1310,43,COL WRIT I,25,F,4
"Aziz,Anum",1188,1,ENGL,1310,85,COL WRIT I,25,A,9
"Aziz,Anum",1188,1,ENGL,1310,85,COL WRIT I,25,B,11
"Aziz,Anum",1188,1,ENGL,1310,85,COL WRIT I,25,D,1
"Aziz,Anum",1188,1,ENGL,1310,85,COL WRIT I,25,F,4
"Bard,Ania",1188,1,MUAM,1504,707,VIOLIN,5,A,18
"Bard,Ania",1188,1,MUAM,1504,707,VIOLIN,5,B,12
"Chang,Mei",1188,1,EDSP,3210,1,ED ASPECTS EX LRN,26,A,4
"Chang,Mei",1188,1,EDSP,3210,1,ED ASPECTS EX LRN,26,B,7
"Chang,Mei",1188,1,EDSP,3210,1,ED ASPECTS EX LRN,26,C,7
"Chang,Mei",1188,1,EDSP,3210,1,ED ASPECTS EX LRN,26,D,6
"Chang,Mei",1188,1,EDSP,3210,1,ED ASPECTS EX LRN,26,F,1
"Chang,Mei",1188,1,EDSP,3210,1,ED ASPECTS EX LRN,26,W,1
"Chang,Mei",1188,1,EDSP,3210,3,ED ASPECTS EX LRN,25,A,6
"Chang,Mei",1188,1,EDSP,3210,3,ED ASPECTS EX LRN,25,B,9
"Chang,Mei",1188,1,EDSP,3210,3,ED ASPECTS EX LRN,25,C,5
"Chang,Mei",1188,1,EDSP,3210,3,ED ASPECTS EX LRN,25,D,4
"Chang,Mei",1188,1,EDSP,3210,3,ED ASPECTS EX LRN,25,F,1
"Chevli,CR",1188,1,CSCE,4535,1,INTRONETWORKADMIN,22,A,7
"Chevli,CR",1188,1,CSCE,4535,1,INTRONETWORKADMIN,22,B,6
"Chevli,CR",1188,1,CSCE,4535,1,INTRONETWORKADMIN,22,C,8
"Chevli,CR",1188,1,CSCE,4535,1,INTRONETWORKADMIN,22,W,1
"Clem,Ryne",1188,1,MRTS,2210,301,MRTS PRODUCTION,21,,21
"Clem,Ryne",1188,1,MRTS,2210,302,MRTS PRODUCTION,20,,20
"Cox,Lynne",1188,1,LTEC,3220,20,COMP GRAPH IN ED,32,A,12
"Cox,Lynne",1188,1,LTEC,3220,20,COMP GRAPH IN ED,32,B,6
"Cox,Lynne",1188,1,LTEC,3220,20,COMP GRAPH IN ED,32,C,6
"Cox,Lynne",1188,1,LTEC,3220,20,COMP GRAPH IN ED,32,D,4
