Term,Session,Subject,Catalog,Section,Descr,Name,Tot Enrl,Grade,Count ID,Actual Count
2017 Fall,1,PSYC,3100,001,SOCIAL PSYCHOLOGY,"Wright,Rex Alton",100,A,39,13
2017 Fall,1,PSYC,3100,001,SOCIAL PSYCHOLOGY,"Wright,Rex Alton",100,B,120,40
2017 Fall,1,PSYC,3100,001,SOCIAL PSYCHOLOGY,"Wright,Rex Alton",100,C,87,29
2017 Fall,1,PSYC,3100,001,SOCIAL PSYCHOLOGY,"Wright,Rex Alton",100,D,42,14
2017 Fall,1,PSYC,3100,001,SOCIAL PSYCHOLOGY,"Wright,Rex Alton",100,F,12,4
2017 Fall,1,PSYC,3100,002,SOCIAL PSYCHOLOGY,"Niemann,Yolanda Flores",99,A,222,74
2017 Fall,1,PSYC,3100,002,SOCIAL PSYCHOLOGY,"Niemann,Yolanda Flores",99,B,48,16
2017 Fall,1,PSYC,3100,002,SOCIAL PSYCHOLOGY,"Niemann,Yolanda Flores",99,C,15,5
2017 Fall,1,PSYC,3100,002,SOCIAL PSYCHOLOGY,"Niemann,Yolanda Flores",99,D,6,2
2017 Fall,1,PSYC,3100,002,SOCIAL PSYCHOLOGY,"Niemann,Yolanda Flores",99,F,3,1
2017 Fall,1,PSYC,3100,002,SOCIAL PSYCHOLOGY,"Niemann,Yolanda Flores",99,W,3,1
2017 Fall,1,PSYC,3480,001,DEVELOPMENT & AGING,"Walsh,Hannah",86,A,117,39
2017 Fall,1,PSYC,3480,001,DEVELOPMENT & AGING,"Walsh,Hannah",86,B,90,30
2017 Fall,1,PSYC,3480,001,DEVELOPMENT & AGING,"Walsh,Hannah",86,C,36,12
2017 Fall,1,PSYC,3480,001,DEVELOPMENT & AGING,"Walsh,Hannah",86,D,3,1
2017 Fall,1,PSYC,3480,001,DEVELOPMENT & AGING,"Walsh,Hannah",86,F,9,3
2017 Fall,1,PSYC,3480,001,DEVELOPMENT & AGING,"Walsh,Hannah",86,W,3,1
2017 Fall,1,PSYC,3490,001,PSYCHOLOGY OF WOMEN,"Calmenson,Nina Esther",102,A,156,52
2017 Fall,1,PSYC,3490,001,PSYCHOLOGY OF WOMEN,"Calmenson,Nina Esther",102,B,78,26
2017 Fall,1,PSYC,3490,001,PSYCHOLOGY OF WOMEN,"Calmenson,Nina Esther",102,C,33,11
2017 Fall,1,PSYC,3490,001,PSYCHOLOGY OF WOMEN,"Calmenson,Nina Esther",102,D,12,4
2017 Fall,1,PSYC,3490,001,PSYCHOLOGY OF WOMEN,"Calmenson,Nina Esther",102,F,24,8
2017 Fall,1,PSYC,3490,001,PSYCHOLOGY OF WOMEN,"Calmenson,Nina Esther",102,WF,3,1
2017 Fall,1,PSYC,3490,002,PSYCHOLOGY OF WOMEN,"Shteynberg,Yuliya",144,A,144,48
2017 Fall,1,PSYC,3490,002,PSYCHOLOGY OF WOMEN,"Shteynberg,Yuliya",144,B,165,55
2017 Fall,1,PSYC,3490,002,PSYCHOLOGY OF WOMEN,"Shteynberg,Yuliya",144,C,60,20
2017 Fall,1,PSYC,3490,002,PSYCHOLOGY OF WOMEN,"Shteynberg,Yuliya",144,D,15,5
2017 Fall,1,PSYC,3490,002,PSYCHOLOGY OF WOMEN,"Shteynberg,Yuliya",144,F,45,15
2017 Fall,1,PSYC,3490,002,PSYCHOLOGY OF WOMEN,"Shteynberg,Yuliya",144,W,3,1
2017 Fall,1,PSYC,3530,001,PSY OF OFFENDER,"Roy,Sandeep",122,A,171,57
2017 Fall,1,PSYC,3530,001,PSY OF OFFENDER,"Roy,Sandeep",122,B,60,20
2017 Fall,1,PSYC,3530,001,PSY OF OFFENDER,"Roy,Sandeep",122,C,63,21
2017 Fall,1,PSYC,3530,001,PSY OF OFFENDER,"Roy,Sandeep",122,D,18,6
2017 Fall,1,PSYC,3530,001,PSY OF OFFENDER,"Roy,Sandeep",122,F,48,16
2017 Fall,1,PSYC,3530,001,PSY OF OFFENDER,"Roy,Sandeep",122,W,3,1
2017 Fall,1,PSYC,3530,001,PSY OF OFFENDER,"Roy,Sandeep",122,WF,3,1
2017 Fall,1,PSYC,3530,002,PSY OF OFFENDER,"Mark,Daniel",104,A,141,47
2017 Fall,1,PSYC,3530,002,PSY OF OFFENDER,"Mark,Daniel",104,B,72,24
2017 Fall,1,PSYC,3530,002,PSY OF OFFENDER,"Mark,Daniel",104,C,42,14
2017 Fall,1,PSYC,3530,002,PSY OF OFFENDER,"Mark,Daniel",104,D,21,7
2017 Fall,1,PSYC,3530,002,PSY OF OFFENDER,"Mark,Daniel",104,F,24,8
2017 Fall,1,PSYC,3530,002,PSY OF OFFENDER,"Mark,Daniel",104,W,12,4
2017 Fall,1,PSYC,3530,501,PSY OF OFFENDER,"Sharf,Allyson Jayne",25,A,42,14
2017 Fall,1,PSYC,3530,501,PSY OF OFFENDER,"Sharf,Allyson Jayne",25,B,21,7
2017 Fall,1,PSYC,3530,501,PSY OF OFFENDER,"Sharf,Allyson Jayne",25,C,9,3
2017 Fall,1,PSYC,3530,501,PSY OF OFFENDER,"Sharf,Allyson Jayne",25,W,3,1
2017 Fall,1,PSYC,3620,001,DEVELOPMENTAL PSY,"Blumenthal,Heidemarie",105,A,93,31
2017 Fall,1,PSYC,3620,001,DEVELOPMENTAL PSY,"Blumenthal,Heidemarie",105,B,108,36
2017 Fall,1,PSYC,3620,001,DEVELOPMENTAL PSY,"Blumenthal,Heidemarie",105,C,75,25
2017 Fall,1,PSYC,3620,001,DEVELOPMENTAL PSY,"Blumenthal,Heidemarie",105,D,21,7
2017 Fall,1,PSYC,3620,001,DEVELOPMENTAL PSY,"Blumenthal,Heidemarie",105,F,15,5
2017 Fall,1,PSYC,3620,001,DEVELOPMENTAL PSY,"Blumenthal,Heidemarie",105,W,3,1
2017 Fall,1,PSYC,3620,002,DEVELOPMENTAL PSY,"Ross,Nicholas Dutra",90,A,75,25
2017 Fall,1,PSYC,3620,002,DEVELOPMENTAL PSY,"Ross,Nicholas Dutra",90,B,84,28
2017 Fall,1,PSYC,3620,002,DEVELOPMENTAL PSY,"Ross,Nicholas Dutra",90,C,63,21
2017 Fall,1,PSYC,3620,002,DEVELOPMENTAL PSY,"Ross,Nicholas Dutra",90,D,21,7
2017 Fall,1,PSYC,3620,002,DEVELOPMENTAL PSY,"Ross,Nicholas Dutra",90,F,21,7
2017 Fall,1,PSYC,3620,002,DEVELOPMENTAL PSY,"Ross,Nicholas Dutra",90,W,6,2
2017 Fall,1,PSYC,3620,003,DEVELOPMENTAL PSY,"Captari,Laura",100,A,96,32
2017 Fall,1,PSYC,3620,003,DEVELOPMENTAL PSY,"Captari,Laura",100,B,87,29
2017 Fall,1,PSYC,3620,003,DEVELOPMENTAL PSY,"Captari,Laura",100,C,66,22
2017 Fall,1,PSYC,3620,003,DEVELOPMENTAL PSY,"Captari,Laura",100,D,21,7
2017 Fall,1,PSYC,3620,003,DEVELOPMENTAL PSY,"Captari,Laura",100,F,24,8
2017 Fall,1,PSYC,3620,003,DEVELOPMENTAL PSY,"Captari,Laura",100,W,6,2
2017 Fall,1,PSYC,3620,501,DEVELOPMENTAL PSY,"Phillips,Amanda Shiobhan",31,A,33,11
2017 Fall,1,PSYC,3620,501,DEVELOPMENTAL PSY,"Phillips,Amanda Shiobhan",31,B,33,11
2017 Fall,1,PSYC,3620,501,DEVELOPMENTAL PSY,"Phillips,Amanda Shiobhan",31,C,18,6
2017 Fall,1,PSYC,3620,501,DEVELOPMENTAL PSY,"Phillips,Amanda Shiobhan",31,D,9,3
2017 Fall,1,PSYC,3630,002,INTRO PSY MEAS,"Jenkins,Sharon Rae",33,A,51,17
2017 Fall,1,PSYC,3630,002,INTRO PSY MEAS,"Jenkins,Sharon Rae",33,B,21,7
2017 Fall,1,PSYC,3630,002,INTRO PSY MEAS,"Jenkins,Sharon Rae",33,C,9,3
2017 Fall,1,PSYC,3630,002,INTRO PSY MEAS,"Jenkins,Sharon Rae",33,I,6,2
2017 Fall,1,PSYC,3630,002,INTRO PSY MEAS,"Jenkins,Sharon Rae",33,W,12,4
2017 Fall,1,PSYC,3640,001,MARITAL ADJUS,"Mosher,David",114,A,93,31
2017 Fall,1,PSYC,3640,001,MARITAL ADJUS,"Mosher,David",114,B,105,35
2017 Fall,1,PSYC,3640,001,MARITAL ADJUS,"Mosher,David",114,C,96,32
2017 Fall,1,PSYC,3640,001,MARITAL ADJUS,"Mosher,David",114,D,30,10
2017 Fall,1,PSYC,3640,001,MARITAL ADJUS,"Mosher,David",114,F,12,4
2017 Fall,1,PSYC,3640,001,MARITAL ADJUS,"Mosher,David",114,W,3,1
2017 Fall,1,PSYC,3640,001,MARITAL ADJUS,"Mosher,David",114,WF,3,1
2017 Fall,1,PSYC,4030,001,MULTICULTURAL PSYC,"Carbajal,Ivan",72,A,75,25
2017 Fall,1,PSYC,4030,001,MULTICULTURAL PSYC,"Carbajal,Ivan",72,B,96,32
2017 Fall,1,PSYC,4030,001,MULTICULTURAL PSYC,"Carbajal,Ivan",72,C,27,9
2017 Fall,1,PSYC,4030,001,MULTICULTURAL PSYC,"Carbajal,Ivan",72,D,6,2
2017 Fall,1,PSYC,4030,001,MULTICULTURAL PSYC,"Carbajal,Ivan",72,F,12,4
2017 Fall,1,PSYC,4110,001,INTERVIEWING,"Bismar,Danna",9,A,18,6
2017 Fall,1,PSYC,4110,001,INTERVIEWING,"Bismar,Danna",9,B,9,3
2017 Fall,1,PSYC,4300,001,ISSUES IN HIV/AIDS,"Vosvick,Mark Allen",27,A,33,11
2017 Fall,1,PSYC,4300,001,ISSUES IN HIV/AIDS,"Vosvick,Mark Allen",27,B,18,6
2017 Fall,1,PSYC,4300,001,ISSUES IN HIV/AIDS,"Vosvick,Mark Allen",27,C,18,6
2017 Fall,1,PSYC,4300,001,ISSUES IN HIV/AIDS,"Vosvick,Mark Allen",27,F,6,2
2017 Fall,1,PSYC,4300,001,ISSUES IN HIV/AIDS,"Vosvick,Mark Allen",27,W,6,2
2017 Fall,1,PSYC,4470,001,SEXUAL BEHAVIOR,"Barnett,Michael David",226,A,438,146
2017 Fall,1,PSYC,4470,001,SEXUAL BEHAVIOR,"Barnett,Michael David",226,B,162,54
2017 Fall,1,PSYC,4470,001,SEXUAL BEHAVIOR,"Barnett,Michael David",226,C,54,18
2017 Fall,1,PSYC,4470,001,SEXUAL BEHAVIOR,"Barnett,Michael David",226,D,12,4
2017 Fall,1,PSYC,4470,001,SEXUAL BEHAVIOR,"Barnett,Michael David",226,F,9,3
2017 Fall,1,PSYC,4470,001,SEXUAL BEHAVIOR,"Barnett,Michael David",226,WF,3,1
2017 Fall,1,PSYC,4520,002,PERSONALITY,"Barnett,Michael David",226,A,438,146
2017 Fall,1,PSYC,4520,002,PERSONALITY,"Barnett,Michael David",226,B,153,51
2017 Fall,1,PSYC,4520,002,PERSONALITY,"Barnett,Michael David",226,C,42,14
2017 Fall,1,PSYC,4520,002,PERSONALITY,"Barnett,Michael David",226,D,27,9
2017 Fall,1,PSYC,4520,002,PERSONALITY,"Barnett,Michael David",226,F,15,5
2017 Fall,1,PSYC,4520,002,PERSONALITY,"Barnett,Michael David",226,WF,3,1
2017 Fall,1,PSYC,4520,501,PERSONALITY,"Phillips,Amanda Shiobhan",30,A,30,10
2017 Fall,1,PSYC,4520,501,PERSONALITY,"Phillips,Amanda Shiobhan",30,B,36,12
2017 Fall,1,PSYC,4520,501,PERSONALITY,"Phillips,Amanda Shiobhan",30,C,12,4
2017 Fall,1,PSYC,4520,501,PERSONALITY,"Phillips,Amanda Shiobhan",30,D,3,1
2017 Fall,1,PSYC,4520,501,PERSONALITY,"Phillips,Amanda Shiobhan",30,F,9,3
2017 Fall,1,PSYC,4600,001,HISTORY AND SYSTEMS,"Guillot,Casey",89,A,60,20
2017 Fall,1,PSYC,4600,001,HISTORY AND SYSTEMS,"Guillot,Casey",89,B,75,25
2017 Fall,1,PSYC,4600,001,HISTORY AND SYSTEMS,"Guillot,Casey",89,C,72,24
2017 Fall,1,PSYC,4600,001,HISTORY AND SYSTEMS,"Guillot,Casey",89,D,30,10
2017 Fall,1,PSYC,4600,001,HISTORY AND SYSTEMS,"Guillot,Casey",89,F,21,7
2017 Fall,1,PSYC,4600,001,HISTORY AND SYSTEMS,"Guillot,Casey",89,W,9,3
2017 Fall,1,PSYC,4600,002,HISTORY AND SYSTEMS,"Ryals,Anthony Joseph",101,A,141,47
2017 Fall,1,PSYC,4600,002,HISTORY AND SYSTEMS,"Ryals,Anthony Joseph",101,B,123,41
2017 Fall,1,PSYC,4600,002,HISTORY AND SYSTEMS,"Ryals,Anthony Joseph",101,C,18,6
2017 Fall,1,PSYC,4600,002,HISTORY AND SYSTEMS,"Ryals,Anthony Joseph",101,D,3,1
2017 Fall,1,PSYC,4600,002,HISTORY AND SYSTEMS,"Ryals,Anthony Joseph",101,F,9,3
2017 Fall,1,PSYC,4600,002,HISTORY AND SYSTEMS,"Ryals,Anthony Joseph",101,I,3,1
2017 Fall,1,PSYC,4600,002,HISTORY AND SYSTEMS,"Ryals,Anthony Joseph",101,W,6,2
2017 Fall,1,PSYC,4600,501,HISTORY AND SYSTEMS,"Barnett,Michael David",20,A,36,12
2017 Fall,1,PSYC,4600,501,HISTORY AND SYSTEMS,"Barnett,Michael David",20,B,18,6
2017 Fall,1,PSYC,4600,501,HISTORY AND SYSTEMS,"Barnett,Michael David",20,C,3,1
2017 Fall,1,PSYC,4600,501,HISTORY AND SYSTEMS,"Barnett,Michael David",20,F,3,1
2017 Fall,1,PSYC,4610,001,ABNORMAL PSYCHOL,"Contractor,Ateka Akbar",100,A,153,51
2017 Fall,1,PSYC,4610,001,ABNORMAL PSYCHOL,"Contractor,Ateka Akbar",100,B,114,38
2017 Fall,1,PSYC,4610,001,ABNORMAL PSYCHOL,"Contractor,Ateka Akbar",100,C,24,8
2017 Fall,1,PSYC,4610,001,ABNORMAL PSYCHOL,"Contractor,Ateka Akbar",100,D,6,2
2017 Fall,1,PSYC,4610,001,ABNORMAL PSYCHOL,"Contractor,Ateka Akbar",100,W,3,1
2017 Fall,1,PSYC,4610,002,ABNORMAL PSYCHOL,"Mack,Dalton",76,A,111,37
2017 Fall,1,PSYC,4610,002,ABNORMAL PSYCHOL,"Mack,Dalton",76,B,75,25
2017 Fall,1,PSYC,4610,002,ABNORMAL PSYCHOL,"Mack,Dalton",76,C,15,5
2017 Fall,1,PSYC,4610,002,ABNORMAL PSYCHOL,"Mack,Dalton",76,D,9,3
2017 Fall,1,PSYC,4610,002,ABNORMAL PSYCHOL,"Mack,Dalton",76,F,9,3
2017 Fall,1,PSYC,4610,002,ABNORMAL PSYCHOL,"Mack,Dalton",76,P,3,1
2017 Fall,1,PSYC,4610,002,ABNORMAL PSYCHOL,"Mack,Dalton",76,W,3,1
2017 Fall,1,PSYC,4610,002,ABNORMAL PSYCHOL,"Mack,Dalton",76,Z,3,1
2017 Fall,1,PSYC,4620,001,ABNORM CHILD PSYC,"Murrell,Amy R",81,A,138,46
2017 Fall,1,PSYC,4620,001,ABNORM CHILD PSYC,"Murrell,Amy R",81,B,81,27
2017 Fall,1,PSYC,4620,001,ABNORM CHILD PSYC,"Murrell,Amy R",81,C,12,4
2017 Fall,1,PSYC,4620,001,ABNORM CHILD PSYC,"Murrell,Amy R",81,D,6,2
2017 Fall,1,PSYC,4620,001,ABNORM CHILD PSYC,"Murrell,Amy R",81,F,3,1
2017 Fall,1,PSYC,4620,001,ABNORM CHILD PSYC,"Murrell,Amy R",81,I,3,1
2017 Fall,1,PSYC,4800,001,INTRO PERCEPTION,"Ryals,Anthony Joseph",100,A,108,36
2017 Fall,1,PSYC,4800,001,INTRO PERCEPTION,"Ryals,Anthony Joseph",100,B,135,45
2017 Fall,1,PSYC,4800,001,INTRO PERCEPTION,"Ryals,Anthony Joseph",100,C,24,8
2017 Fall,1,PSYC,4800,001,INTRO PERCEPTION,"Ryals,Anthony Joseph",100,D,9,3
2017 Fall,1,PSYC,4800,001,INTRO PERCEPTION,"Ryals,Anthony Joseph",100,F,15,5
2017 Fall,1,PSYC,4800,001,INTRO PERCEPTION,"Ryals,Anthony Joseph",100,W,9,3
2017 Fall,1,PSYC,4849,001,TOPICS IN PSYC,"Niemann,Yolanda Flores",26,A,57,19
2017 Fall,1,PSYC,4849,001,TOPICS IN PSYC,"Niemann,Yolanda Flores",26,B,6,2
2017 Fall,1,PSYC,4849,001,TOPICS IN PSYC,"Niemann,Yolanda Flores",26,C,3,1
2017 Fall,1,PSYC,4849,001,TOPICS IN PSYC,"Niemann,Yolanda Flores",26,D,3,1
2017 Fall,1,PSYC,4849,001,TOPICS IN PSYC,"Niemann,Yolanda Flores",26,F,3,1
2017 Fall,1,PSYC,4849,001,TOPICS IN PSYC,"Niemann,Yolanda Flores",26,W,6,2
2017 Fall,1,PSYC,4900,724,SPECIAL PROBLEMS,"Taylor,Daniel",20,A,60,20
2017 Fall,1,PSYC,5090,001,SOCIAL PSYCHOLOGY,"Wright,Rex Alton",13,A,36,12
2017 Fall,1,PSYC,5090,001,SOCIAL PSYCHOLOGY,"Wright,Rex Alton",13,B,3,1
2017 Fall,1,PSYC,5100,001,PSYCHOPTHLGY CHLD,"Murrell,Amy R",5,A,12,4
2017 Fall,1,PSYC,5100,001,PSYCHOPTHLGY CHLD,"Murrell,Amy R",5,B,3,1
2017 Fall,1,PSYC,5420,001,ASSESSMENT I,"Wang,Chiachih",16,A,30,10
2017 Fall,1,PSYC,5420,001,ASSESSMENT I,"Wang,Chiachih",16,B,18,6
2017 Fall,1,PSYC,5420,301,ASSESSMENT I,"Flachs,Amanda Shaunessy",8,,24,8
2017 Fall,1,PSYC,5420,301,ASSESSMENT I,"Love,Patrick",8,,24,8
2017 Fall,1,PSYC,5420,303,ASSESSMENT I,"Dornbach-Bender,Allison",8,,24,8
2017 Fall,1,PSYC,5420,303,ASSESSMENT I,"McGregor,Carlie",8,,24,8
2017 Fall,1,PSYC,5470,001,VOCATIONAL PSYC,"Watkins Jr,Clifton Edward",8,A,24,8
2017 Fall,1,PSYC,5640,001,COGNITION & AFFECT,"Boals,Adriel",25,A,63,21
2017 Fall,1,PSYC,5640,001,COGNITION & AFFECT,"Boals,Adriel",25,B,12,4
2017 Fall,1,PSYC,5680,002,COUNS PSYC METHOD,"Wang,Chiachih",8,A,21,7
2017 Fall,1,PSYC,5680,002,COUNS PSYC METHOD,"Wang,Chiachih",8,B,3,1
2017 Fall,1,PSYC,5680,303,COUNS PSYC METHOD,"Tomalski,Jenna",8,,24,8
2017 Fall,1,PSYC,5700,001,QUAN METH I,"Vosvick,Mark Allen",18,A,51,17
2017 Fall,1,PSYC,5700,001,QUAN METH I,"Vosvick,Mark Allen",18,B,3,1
2017 Fall,1,PSYC,5700,301,QUAN METH I,"Litvin,Justin Micheal",5,,15,5
2017 Fall,1,PSYC,5700,303,QUAN METH I,"Williams,Margot Maryanne",7,,21,7
2017 Fall,1,PSYC,5700,305,QUAN METH I,"Bennett,Charles",6,,18,6
2017 Fall,1,PSYC,5780,002,PSYCHOPATHOLOGY,"Neumann,Craig S",8,A,24,8
2017 Fall,1,PSYC,5850,001,SPORT/EXER PSYC PRACT,"Petrie,Trent A",19,A,48,16
2017 Fall,1,PSYC,5850,001,SPORT/EXER PSYC PRACT,"Petrie,Trent A",19,B,6,2
2017 Fall,1,PSYC,5850,001,SPORT/EXER PSYC PRACT,"Petrie,Trent A",19,I,60,20
2017 Fall,1,PSYC,6000,001,PSYCHOTHERAPY,"Cox,Randall J",7,A,21,7
2017 Fall,1,PSYC,6030,001,BIOLOGICAL BASES BEHAV,"Parsons,Thomas David",16,A,48,16
2017 Fall,1,PSYC,6060,001,GROUP PSYCHOTHERAPY,"Petrie,Trent A",8,A,24,8
2017 Fall,1,PSYC,6150,001,MRG & FAM THRPY I,"Riggs,Shelley Ann",9,A,27,9
2017 Fall,1,PSYC,6300,001,MULTICULT COUNSEL,"Jenkins,Sharon Rae",5,A,15,5
2017 Fall,1,PSYC,6820,701,PRACTICUM,"Neumann,Craig S",5,A,15,5
2017 Fall,1,PSYC,6820,702,PRACTICUM,"Rogers,Richard",7,A,21,7
2017 Fall,1,PSYC,6820,703,PRACTICUM,"Guarnaccia,Charles A",7,A,21,7
2017 Fall,1,PSYC,6820,704,PRACTICUM,"Wilson,Jamie Denise",7,A,21,7
2017 Fall,1,PSYC,6820,705,PRACTICUM,"Campbell,Vicki L",6,A,18,6
2017 Fall,1,PSYC,6820,706,PRACTICUM,"Watkins Jr,Clifton Edward",5,A,15,5
2017 Fall,1,PSYC,6820,707,PRACTICUM,"Riggs,Shelley Ann",6,A,18,6
2017 Fall,1,PSYC,6820,712,PRACTICUM,"Cox,Randall J",10,A,30,10
2017 Fall,1,PSYC,6820,714,PRACTICUM,"Rivero,Arlene Jean",7,A,21,7
2017 Fall,1,PSYC,6830,701,PRACTICUM,"Watkins Jr,Clifton Edward",14,A,39,13
2017 Fall,1,PSYC,6830,701,PRACTICUM,"Watkins Jr,Clifton Edward",14,I,3,1
2017 Fall,1,PSYC,6830,711,PRACTICUM,"Taylor,Daniel",5,A,15,5
2017 Fall,1,PSYC,6840,750,PREDOC INTERNSHIP,"Callahan,Jennifer Lynn",8,I,24,8
2017 Fall,1,PSYC,6840,751,PREDOC INTERNSHIP,"Wang,Chiachih",10,I,30,10
2017 Fall,1,PSYC,6950,720,DISSERTATION,"Riggs,Shelley Ann",5,PR,15,5
2017 Fall,1,PSYC,6950,721,DISSERTATION,"Rogers,Richard",4,A,3,1
2017 Fall,1,PSYC,6950,721,DISSERTATION,"Rogers,Richard",4,PR,9,3
2017 Fall,1,REAL,2100,001,PRIN OF REAL EST,"Baen,John Spencer",40,A,42,14
2017 Fall,1,REAL,2100,001,PRIN OF REAL EST,"Baen,John Spencer",40,B,21,7
2017 Fall,1,REAL,2100,001,PRIN OF REAL EST,"Baen,John Spencer",40,C,51,17
2017 Fall,1,REAL,2100,001,PRIN OF REAL EST,"Baen,John Spencer",40,D,3,1
2017 Fall,1,REAL,2100,001,PRIN OF REAL EST,"Baen,John Spencer",40,F,3,1
2017 Fall,1,REAL,2100,002,PRIN OF REAL EST,"Baen,John Spencer",104,A,117,39
2017 Fall,1,REAL,2100,002,PRIN OF REAL EST,"Baen,John Spencer",104,B,84,28
2017 Fall,1,REAL,2100,002,PRIN OF REAL EST,"Baen,John Spencer",104,C,96,32
2017 Fall,1,REAL,2100,002,PRIN OF REAL EST,"Baen,John Spencer",104,D,6,2
2017 Fall,1,REAL,2100,002,PRIN OF REAL EST,"Baen,John Spencer",104,F,6,2
2017 Fall,1,REAL,2100,002,PRIN OF REAL EST,"Baen,John Spencer",104,W,3,1
2017 Fall,1,REAL,2100,003,PRIN OF REAL EST,"Moffitt,Marcus McKee",39,A,90,30
2017 Fall,1,REAL,2100,003,PRIN OF REAL EST,"Moffitt,Marcus McKee",39,B,18,6
2017 Fall,1,REAL,2100,003,PRIN OF REAL EST,"Moffitt,Marcus McKee",39,C,6,2
2017 Fall,1,REAL,2100,003,PRIN OF REAL EST,"Moffitt,Marcus McKee",39,W,3,1
2017 Fall,1,REAL,3100,001,REAL EST AGENCY,"Baen,John Spencer",40,A,114,38
2017 Fall,1,REAL,3100,001,REAL EST AGENCY,"Baen,John Spencer",40,W,6,2
2017 Fall,1,REAL,4000,001,REAL EST FINANCE,"Liu,Yingchun",18,A,9,3
2017 Fall,1,REAL,4000,001,REAL EST FINANCE,"Liu,Yingchun",18,B,15,5
2017 Fall,1,REAL,4000,001,REAL EST FINANCE,"Liu,Yingchun",18,C,12,4
2017 Fall,1,REAL,4000,001,REAL EST FINANCE,"Liu,Yingchun",18,D,3,1
2017 Fall,1,REAL,4000,001,REAL EST FINANCE,"Liu,Yingchun",18,F,12,4
2017 Fall,1,REAL,4000,001,REAL EST FINANCE,"Liu,Yingchun",18,W,3,1
2017 Fall,1,REAL,4200,001,PROPERTY MANAGEMENT,"Cadena,Anjelita",23,A,39,13
2017 Fall,1,REAL,4200,001,PROPERTY MANAGEMENT,"Cadena,Anjelita",23,B,9,3
2017 Fall,1,REAL,4200,001,PROPERTY MANAGEMENT,"Cadena,Anjelita",23,C,3,1
2017 Fall,1,REAL,4200,001,PROPERTY MANAGEMENT,"Cadena,Anjelita",23,D,12,4
2017 Fall,1,REAL,4200,001,PROPERTY MANAGEMENT,"Cadena,Anjelita",23,F,6,2
2017 Fall,1,REAL,4300,001,RE INVESTMENTS,"Baen,John Spencer",51,A,69,23
2017 Fall,1,REAL,4300,001,RE INVESTMENTS,"Baen,John Spencer",51,B,72,24
2017 Fall,1,REAL,4300,001,RE INVESTMENTS,"Baen,John Spencer",51,C,12,4
2017 Fall,1,REAL,4400,001,REAL VALUATION,"Moffitt,Marcus McKee",26,A,48,16
2017 Fall,1,REAL,4400,001,REAL VALUATION,"Moffitt,Marcus McKee",26,B,6,2
2017 Fall,1,REAL,4400,001,REAL VALUATION,"Moffitt,Marcus McKee",26,C,6,2
2017 Fall,1,REAL,4400,001,REAL VALUATION,"Moffitt,Marcus McKee",26,F,12,4
2017 Fall,1,REAL,4400,001,REAL VALUATION,"Moffitt,Marcus McKee",26,W,6,2
2017 Fall,1,RESM,1950,001,FOUNDATIONS OF RESM,"Hagan,Briton Alby",88,A,90,30
2017 Fall,1,RESM,1950,001,FOUNDATIONS OF RESM,"Hagan,Briton Alby",88,B,81,27
2017 Fall,1,RESM,1950,001,FOUNDATIONS OF RESM,"Hagan,Briton Alby",88,C,57,19
2017 Fall,1,RESM,1950,001,FOUNDATIONS OF RESM,"Hagan,Briton Alby",88,D,18,6
2017 Fall,1,RESM,1950,001,FOUNDATIONS OF RESM,"Hagan,Briton Alby",88,F,15,5
2017 Fall,1,RESM,1950,001,FOUNDATIONS OF RESM,"Hagan,Briton Alby",88,W,3,1
2017 Fall,1,RESM,1950,501,FOUNDATIONS OF RESM,"Greene,Delon",23,A,9,3
2017 Fall,1,RESM,1950,501,FOUNDATIONS OF RESM,"Greene,Delon",23,B,27,9
2017 Fall,1,RESM,1950,501,FOUNDATIONS OF RESM,"Greene,Delon",23,C,27,9
2017 Fall,1,RESM,1950,501,FOUNDATIONS OF RESM,"Greene,Delon",23,D,3,1
2017 Fall,1,RESM,1950,501,FOUNDATIONS OF RESM,"Greene,Delon",23,F,3,1
2017 Fall,1,RESM,2150,001,LEADERSHIP IN RESM,"Hagan,Briton Alby",35,A,27,9
2017 Fall,1,RESM,2150,001,LEADERSHIP IN RESM,"Hagan,Briton Alby",35,B,36,12
2017 Fall,1,RESM,2150,001,LEADERSHIP IN RESM,"Hagan,Briton Alby",35,C,36,12
2017 Fall,1,RESM,2150,001,LEADERSHIP IN RESM,"Hagan,Briton Alby",35,D,3,1
2017 Fall,1,RESM,2150,001,LEADERSHIP IN RESM,"Hagan,Briton Alby",35,W,3,1
2017 Fall,1,RESM,2150,501,LEADERSHIP IN RESM,"Greene,Delon",23,A,12,4
2017 Fall,1,RESM,2150,501,LEADERSHIP IN RESM,"Greene,Delon",23,B,33,11
2017 Fall,1,RESM,2150,501,LEADERSHIP IN RESM,"Greene,Delon",23,C,18,6
2017 Fall,1,RESM,2150,501,LEADERSHIP IN RESM,"Greene,Delon",23,D,6,2
2017 Fall,1,RESM,2550,001,RESM DIVERSITY ENVIRON,"Judd,Doryce Elyn",54,A,84,28
2017 Fall,1,RESM,2550,001,RESM DIVERSITY ENVIRON,"Judd,Doryce Elyn",54,B,57,19
2017 Fall,1,RESM,2550,001,RESM DIVERSITY ENVIRON,"Judd,Doryce Elyn",54,C,12,4
2017 Fall,1,RESM,2550,001,RESM DIVERSITY ENVIRON,"Judd,Doryce Elyn",54,D,3,1
