Term,Session,Subject,Catalog,Section,Descr,Name,Tot Enrl,Grade,Count ID,Actual Count
2017 Fall,1,ASTU,3350,501,SCULPTURE II,"Davis,Richard M",12,A,36,12
2017 Fall,1,ASTU,3417,501,INTERM WATERCOLOR,"Zhang,Longhui",15,A,21,7
2017 Fall,1,ASTU,3417,501,INTERM WATERCOLOR,"Zhang,Longhui",15,B,9,3
2017 Fall,1,ASTU,3417,501,INTERM WATERCOLOR,"Zhang,Longhui",15,C,6,2
2017 Fall,1,ASTU,3417,501,INTERM WATERCOLOR,"Zhang,Longhui",15,F,3,1
2017 Fall,1,ASTU,3417,501,INTERM WATERCOLOR,"Zhang,Longhui",15,I,3,1
2017 Fall,1,ASTU,3417,501,INTERM WATERCOLOR,"Zhang,Longhui",15,W,3,1
2017 Fall,1,ASTU,3450,503,PROG AND PHYSICAL COMP,"Back,Martin Larsen",16,A,15,5
2017 Fall,1,ASTU,3450,503,PROG AND PHYSICAL COMP,"Back,Martin Larsen",16,B,27,9
2017 Fall,1,ASTU,3450,503,PROG AND PHYSICAL COMP,"Back,Martin Larsen",16,D,3,1
2017 Fall,1,ASTU,3450,503,PROG AND PHYSICAL COMP,"Back,Martin Larsen",16,I,3,1
2017 Fall,1,ASTU,4010,501,ARTIST PROF PRAC,"White,Murielle",39,A,33,11
2017 Fall,1,ASTU,4010,501,ARTIST PROF PRAC,"White,Murielle",39,B,39,13
2017 Fall,1,ASTU,4010,501,ARTIST PROF PRAC,"White,Murielle",39,C,33,11
2017 Fall,1,ASTU,4010,501,ARTIST PROF PRAC,"White,Murielle",39,D,9,3
2017 Fall,1,ASTU,4010,501,ARTIST PROF PRAC,"White,Murielle",39,F,3,1
2017 Fall,1,ASTU,4010,502,ARTIST PROF PRAC,"Terry,Benjamin James",15,A,24,8
2017 Fall,1,ASTU,4010,502,ARTIST PROF PRAC,"Terry,Benjamin James",15,B,9,3
2017 Fall,1,ASTU,4010,502,ARTIST PROF PRAC,"Terry,Benjamin James",15,C,3,1
2017 Fall,1,ASTU,4010,502,ARTIST PROF PRAC,"Terry,Benjamin James",15,F,9,3
2017 Fall,1,ASTU,4050,501,ADV CERAMICS STUDIO,"Hancock,Valerie Colleen",6,A,15,5
2017 Fall,1,ASTU,4050,501,ADV CERAMICS STUDIO,"Hancock,Valerie Colleen",6,C,3,1
2017 Fall,1,ASTU,4142,501,SURFACE DESIGN II,"Adelman,Amie J",4,A,6,2
2017 Fall,1,ASTU,4142,501,SURFACE DESIGN II,"Adelman,Amie J",4,B,6,2
2017 Fall,1,ASTU,4143,501,SURFACE DESIGN III,"Adelman,Amie J",6,A,12,4
2017 Fall,1,ASTU,4143,501,SURFACE DESIGN III,"Adelman,Amie J",6,B,6,2
2017 Fall,1,ASTU,4150,501,METALS : STUDIO I,"Thurman,James Alan",4,A,3,1
2017 Fall,1,ASTU,4150,501,METALS : STUDIO I,"Thurman,James Alan",4,B,6,2
2017 Fall,1,ASTU,4150,501,METALS : STUDIO I,"Thurman,James Alan",4,C,3,1
2017 Fall,1,ASTU,4210,501,ADV PAINTING STUDIO I,"Bourbon,Matthew",13,A,21,7
2017 Fall,1,ASTU,4210,501,ADV PAINTING STUDIO I,"Bourbon,Matthew",13,B,15,5
2017 Fall,1,ASTU,4210,501,ADV PAINTING STUDIO I,"Bourbon,Matthew",13,F,3,1
2017 Fall,1,ASTU,4210,503,ADV PAINTING STUDIO I,"Lawrence,Annette",10,A,21,7
2017 Fall,1,ASTU,4210,503,ADV PAINTING STUDIO I,"Lawrence,Annette",10,B,9,3
2017 Fall,1,ASTU,4210,504,ADV PAINTING STUDIO I,"Jessup,Robert A",6,A,9,3
2017 Fall,1,ASTU,4210,504,ADV PAINTING STUDIO I,"Jessup,Robert A",6,B,6,2
2017 Fall,1,ASTU,4210,504,ADV PAINTING STUDIO I,"Jessup,Robert A",6,F,3,1
2017 Fall,1,ASTU,4212,501,ADV PAINTING STUDIO II,"Bourbon,Matthew",5,A,3,1
2017 Fall,1,ASTU,4212,501,ADV PAINTING STUDIO II,"Bourbon,Matthew",5,B,12,4
2017 Fall,1,ASTU,4212,503,ADV PAINTING STUDIO II,"Lawrence,Annette",7,A,12,4
2017 Fall,1,ASTU,4212,503,ADV PAINTING STUDIO II,"Lawrence,Annette",7,B,9,3
2017 Fall,1,ASTU,4212,504,ADV PAINTING STUDIO II,"Jessup,Robert A",12,A,33,11
2017 Fall,1,ASTU,4212,504,ADV PAINTING STUDIO II,"Jessup,Robert A",12,B,3,1
2017 Fall,1,ASTU,4215,501,ADV DRAWING STUDIO I,"Bourbon,Matthew",12,A,21,7
2017 Fall,1,ASTU,4215,501,ADV DRAWING STUDIO I,"Bourbon,Matthew",12,B,9,3
2017 Fall,1,ASTU,4215,501,ADV DRAWING STUDIO I,"Bourbon,Matthew",12,C,3,1
2017 Fall,1,ASTU,4215,501,ADV DRAWING STUDIO I,"Bourbon,Matthew",12,F,3,1
2017 Fall,1,ASTU,4215,502,ADV DRAWING STUDIO I,"Pena,Arthur",5,A,12,4
2017 Fall,1,ASTU,4215,502,ADV DRAWING STUDIO I,"Pena,Arthur",5,C,3,1
2017 Fall,1,ASTU,4215,503,ADV DRAWING STUDIO I,"Lawrence,Annette",10,A,18,6
2017 Fall,1,ASTU,4215,503,ADV DRAWING STUDIO I,"Lawrence,Annette",10,B,12,4
2017 Fall,1,ASTU,4217,501,ADV DRAWING STUDIO II,"Bourbon,Matthew",6,A,9,3
2017 Fall,1,ASTU,4217,501,ADV DRAWING STUDIO II,"Bourbon,Matthew",6,B,9,3
2017 Fall,1,ASTU,4217,502,ADV DRAWING STUDIO II,"Pena,Arthur",9,A,15,5
2017 Fall,1,ASTU,4217,502,ADV DRAWING STUDIO II,"Pena,Arthur",9,B,9,3
2017 Fall,1,ASTU,4217,502,ADV DRAWING STUDIO II,"Pena,Arthur",9,C,3,1
2017 Fall,1,ASTU,4217,503,ADV DRAWING STUDIO II,"Lawrence,Annette",9,A,21,7
2017 Fall,1,ASTU,4217,503,ADV DRAWING STUDIO II,"Lawrence,Annette",9,B,3,1
2017 Fall,1,ASTU,4217,503,ADV DRAWING STUDIO II,"Lawrence,Annette",9,F,3,1
2017 Fall,1,ASTU,4230,501,HYBRID FORMS,"Burton,James D",21,A,60,20
2017 Fall,1,ASTU,4230,501,HYBRID FORMS,"Burton,James D",21,I,3,1
2017 Fall,1,ASTU,4250,501,PHOTOGRAPHY STU,"Doherty,Dornith",13,A,24,8
2017 Fall,1,ASTU,4250,501,PHOTOGRAPHY STU,"Doherty,Dornith",13,B,15,5
2017 Fall,1,ASTU,4250,502,PHOTOGRAPHY STU,"Doherty,Dornith",17,A,42,14
2017 Fall,1,ASTU,4250,502,PHOTOGRAPHY STU,"Doherty,Dornith",17,B,9,3
2017 Fall,1,ASTU,4260,501,PHOTO AND THE WEB,"Leininger,Thomas David",17,A,42,14
2017 Fall,1,ASTU,4260,501,PHOTO AND THE WEB,"Leininger,Thomas David",17,B,9,3
2017 Fall,1,ASTU,4270,501,ALT PHOTOGR PROC,"Lovas,Katherine J",11,A,24,8
2017 Fall,1,ASTU,4270,501,ALT PHOTOGR PROC,"Lovas,Katherine J",11,B,6,2
2017 Fall,1,ASTU,4270,501,ALT PHOTOGR PROC,"Lovas,Katherine J",11,C,3,1
2017 Fall,1,ASTU,4280,501,PHOT: ADV LIGHTNG,"Mann,Paho",8,A,24,8
2017 Fall,1,ASTU,4300,501,PRINTMAKING STU,"Decaen,Andrew John",5,A,6,2
2017 Fall,1,ASTU,4300,501,PRINTMAKING STU,"Decaen,Andrew John",5,B,6,2
2017 Fall,1,ASTU,4300,501,PRINTMAKING STU,"Decaen,Andrew John",5,C,3,1
2017 Fall,1,ASTU,4350,501,ADV SCULPTURE STUDIO,"Eggert,Alicia",8,A,15,5
2017 Fall,1,ASTU,4350,501,ADV SCULPTURE STUDIO,"Eggert,Alicia",8,B,9,3
2017 Fall,1,ASTU,4450,502,NMEDART TOPICS,"Sheppard,Elissa L",13,A,30,10
2017 Fall,1,ASTU,4450,502,NMEDART TOPICS,"Sheppard,Elissa L",13,B,6,2
2017 Fall,1,ASTU,4450,502,NMEDART TOPICS,"Sheppard,Elissa L",13,D,3,1
2017 Fall,1,ASTU,4460,503,NMEDART ADVANCED,"Back,Martin Larsen",16,A,39,13
2017 Fall,1,ASTU,4460,503,NMEDART ADVANCED,"Back,Martin Larsen",16,B,6,2
2017 Fall,1,ASTU,4460,503,NMEDART ADVANCED,"Back,Martin Larsen",16,I,3,1
2017 Fall,1,ASTU,5050,501,CERAMICS STUDIO,"Oliver,Brooks Bowman",11,A,33,11
2017 Fall,1,ASTU,5120,501,MIXED MEDIA,"Adelman,Amie J",6,A,18,6
2017 Fall,1,ASTU,5150,501,JEWLY & METALWK STU,"Lopez,Ana",7,A,21,7
2017 Fall,1,ASTU,5210,501,PAINTING STUDIO,"Pena,Arthur",14,A,30,10
2017 Fall,1,ASTU,5210,501,PAINTING STUDIO,"Pena,Arthur",14,B,12,4
2017 Fall,1,ASTU,5215,501,DRAWING STUDIO,"Jessup,Robert A",10,A,27,9
2017 Fall,1,ASTU,5215,501,DRAWING STUDIO,"Jessup,Robert A",10,B,3,1
2017 Fall,1,ASTU,5250,501,PHOTOGRAPHY STU,"Doherty,Dornith",10,A,30,10
2017 Fall,1,ASTU,5300,501,PRINTMAKING STU,"Decaen,Andrew John",5,A,15,5
2017 Fall,1,ASTU,5350,501,SCULPTURE STUDIO,"Davis,Richard M",11,A,33,11
2017 Fall,1,BCIS,2610,001,INTR COMP IN BUSI,"Vedder,Dick",208,A,39,13
2017 Fall,1,BCIS,2610,001,INTR COMP IN BUSI,"Vedder,Dick",208,B,189,63
2017 Fall,1,BCIS,2610,001,INTR COMP IN BUSI,"Vedder,Dick",208,C,210,70
2017 Fall,1,BCIS,2610,001,INTR COMP IN BUSI,"Vedder,Dick",208,D,96,32
2017 Fall,1,BCIS,2610,001,INTR COMP IN BUSI,"Vedder,Dick",208,F,66,22
2017 Fall,1,BCIS,2610,001,INTR COMP IN BUSI,"Vedder,Dick",208,W,24,8
2017 Fall,1,BCIS,2610,002,INTR COMP IN BUSI,"Parrish,James Leslie",211,A,156,52
2017 Fall,1,BCIS,2610,002,INTR COMP IN BUSI,"Parrish,James Leslie",211,B,291,97
2017 Fall,1,BCIS,2610,002,INTR COMP IN BUSI,"Parrish,James Leslie",211,C,114,38
2017 Fall,1,BCIS,2610,002,INTR COMP IN BUSI,"Parrish,James Leslie",211,D,27,9
2017 Fall,1,BCIS,2610,002,INTR COMP IN BUSI,"Parrish,James Leslie",211,F,30,10
2017 Fall,1,BCIS,2610,002,INTR COMP IN BUSI,"Parrish,James Leslie",211,W,15,5
2017 Fall,1,BCIS,2610,003,INTR COMP IN BUSI,"White,Melody N",212,A,48,16
2017 Fall,1,BCIS,2610,003,INTR COMP IN BUSI,"White,Melody N",212,B,201,67
2017 Fall,1,BCIS,2610,003,INTR COMP IN BUSI,"White,Melody N",212,C,237,79
2017 Fall,1,BCIS,2610,003,INTR COMP IN BUSI,"White,Melody N",212,D,78,26
2017 Fall,1,BCIS,2610,003,INTR COMP IN BUSI,"White,Melody N",212,F,51,17
2017 Fall,1,BCIS,2610,003,INTR COMP IN BUSI,"White,Melody N",212,W,18,6
2017 Fall,1,BCIS,2610,003,INTR COMP IN BUSI,"White,Melody N",212,WF,3,1
2017 Fall,1,BCIS,2610,004,INTR COMP IN BUSI,"Nguyen,Quynh",100,A,30,10
2017 Fall,1,BCIS,2610,004,INTR COMP IN BUSI,"Nguyen,Quynh",100,B,117,39
2017 Fall,1,BCIS,2610,004,INTR COMP IN BUSI,"Nguyen,Quynh",100,C,60,20
2017 Fall,1,BCIS,2610,004,INTR COMP IN BUSI,"Nguyen,Quynh",100,D,18,6
2017 Fall,1,BCIS,2610,004,INTR COMP IN BUSI,"Nguyen,Quynh",100,F,60,20
2017 Fall,1,BCIS,2610,004,INTR COMP IN BUSI,"Nguyen,Quynh",100,I,3,1
2017 Fall,1,BCIS,2610,004,INTR COMP IN BUSI,"Nguyen,Quynh",100,W,12,4
2017 Fall,1,BCIS,2610,050,INTR COMP IN BUSI,"Becker,Jack Douglas",14,A,33,11
2017 Fall,1,BCIS,2610,050,INTR COMP IN BUSI,"Becker,Jack Douglas",14,B,6,2
2017 Fall,1,BCIS,2610,050,INTR COMP IN BUSI,"Becker,Jack Douglas",14,W,3,1
2017 Fall,1,BCIS,3610,001,BASIC INFO SYSTEM,"White,Melody N",104,A,93,31
2017 Fall,1,BCIS,3610,001,BASIC INFO SYSTEM,"White,Melody N",104,B,132,44
2017 Fall,1,BCIS,3610,001,BASIC INFO SYSTEM,"White,Melody N",104,C,57,19
2017 Fall,1,BCIS,3610,001,BASIC INFO SYSTEM,"White,Melody N",104,D,18,6
2017 Fall,1,BCIS,3610,001,BASIC INFO SYSTEM,"White,Melody N",104,F,9,3
2017 Fall,1,BCIS,3610,001,BASIC INFO SYSTEM,"White,Melody N",104,W,3,1
2017 Fall,1,BCIS,3610,002,BASIC INFO SYSTEM,"Sidorova,Anna",104,A,117,39
2017 Fall,1,BCIS,3610,002,BASIC INFO SYSTEM,"Sidorova,Anna",104,B,141,47
2017 Fall,1,BCIS,3610,002,BASIC INFO SYSTEM,"Sidorova,Anna",104,C,39,13
2017 Fall,1,BCIS,3610,002,BASIC INFO SYSTEM,"Sidorova,Anna",104,D,6,2
2017 Fall,1,BCIS,3610,002,BASIC INFO SYSTEM,"Sidorova,Anna",104,F,3,1
2017 Fall,1,BCIS,3610,002,BASIC INFO SYSTEM,"Sidorova,Anna",104,W,6,2
2017 Fall,1,BCIS,3610,003,BASIC INFO SYSTEM,"Koh,Chang E",103,A,174,58
2017 Fall,1,BCIS,3610,003,BASIC INFO SYSTEM,"Koh,Chang E",103,B,111,37
2017 Fall,1,BCIS,3610,003,BASIC INFO SYSTEM,"Koh,Chang E",103,C,21,7
2017 Fall,1,BCIS,3610,003,BASIC INFO SYSTEM,"Koh,Chang E",103,W,3,1
2017 Fall,1,BCIS,3610,004,BASIC INFO SYSTEM,"Lohr,Donna Maria",212,A,408,136
2017 Fall,1,BCIS,3610,004,BASIC INFO SYSTEM,"Lohr,Donna Maria",212,B,135,45
2017 Fall,1,BCIS,3610,004,BASIC INFO SYSTEM,"Lohr,Donna Maria",212,C,54,18
2017 Fall,1,BCIS,3610,004,BASIC INFO SYSTEM,"Lohr,Donna Maria",212,D,15,5
2017 Fall,1,BCIS,3610,004,BASIC INFO SYSTEM,"Lohr,Donna Maria",212,F,15,5
2017 Fall,1,BCIS,3610,004,BASIC INFO SYSTEM,"Lohr,Donna Maria",212,W,3,1
2017 Fall,1,BCIS,3610,004,BASIC INFO SYSTEM,"Lohr,Donna Maria",212,WF,6,2
2017 Fall,1,BCIS,3610,006,BASIC INFO SYSTEM,"Mai,Bin",104,A,60,20
2017 Fall,1,BCIS,3610,006,BASIC INFO SYSTEM,"Mai,Bin",104,B,120,40
2017 Fall,1,BCIS,3610,006,BASIC INFO SYSTEM,"Mai,Bin",104,C,72,24
2017 Fall,1,BCIS,3610,006,BASIC INFO SYSTEM,"Mai,Bin",104,D,36,12
2017 Fall,1,BCIS,3610,006,BASIC INFO SYSTEM,"Mai,Bin",104,F,12,4
2017 Fall,1,BCIS,3610,006,BASIC INFO SYSTEM,"Mai,Bin",104,W,12,4
2017 Fall,1,BCIS,3610,007,BASIC INFO SYSTEM,"Johnson,Christopher Sherman",46,A,33,11
2017 Fall,1,BCIS,3610,007,BASIC INFO SYSTEM,"Johnson,Christopher Sherman",46,B,39,13
2017 Fall,1,BCIS,3610,007,BASIC INFO SYSTEM,"Johnson,Christopher Sherman",46,C,30,10
2017 Fall,1,BCIS,3610,007,BASIC INFO SYSTEM,"Johnson,Christopher Sherman",46,D,6,2
2017 Fall,1,BCIS,3610,007,BASIC INFO SYSTEM,"Johnson,Christopher Sherman",46,F,27,9
2017 Fall,1,BCIS,3610,007,BASIC INFO SYSTEM,"Johnson,Christopher Sherman",46,WF,3,1
2017 Fall,1,BCIS,3615,001,VISUAL DISPLAY,"Gadgil,Guruprasad",33,A,51,17
2017 Fall,1,BCIS,3615,001,VISUAL DISPLAY,"Gadgil,Guruprasad",33,B,36,12
2017 Fall,1,BCIS,3615,001,VISUAL DISPLAY,"Gadgil,Guruprasad",33,C,3,1
2017 Fall,1,BCIS,3615,001,VISUAL DISPLAY,"Gadgil,Guruprasad",33,D,6,2
2017 Fall,1,BCIS,3615,001,VISUAL DISPLAY,"Gadgil,Guruprasad",33,F,3,1
2017 Fall,1,BCIS,3615,002,VISUAL DISPLAY,"Peak,Daniel Alan",30,A,84,28
2017 Fall,1,BCIS,3615,002,VISUAL DISPLAY,"Peak,Daniel Alan",30,B,3,1
2017 Fall,1,BCIS,3615,002,VISUAL DISPLAY,"Peak,Daniel Alan",30,W,3,1
2017 Fall,1,BCIS,3630,001,OOP BUSINESS,"Guynes,Steve",41,A,21,7
2017 Fall,1,BCIS,3630,001,OOP BUSINESS,"Guynes,Steve",41,B,66,22
2017 Fall,1,BCIS,3630,001,OOP BUSINESS,"Guynes,Steve",41,C,15,5
2017 Fall,1,BCIS,3630,001,OOP BUSINESS,"Guynes,Steve",41,D,3,1
2017 Fall,1,BCIS,3630,001,OOP BUSINESS,"Guynes,Steve",41,W,18,6
2017 Fall,1,BCIS,3630,002,OOP BUSINESS,"Guynes,Steve",53,A,18,6
2017 Fall,1,BCIS,3630,002,OOP BUSINESS,"Guynes,Steve",53,B,60,20
2017 Fall,1,BCIS,3630,002,OOP BUSINESS,"Guynes,Steve",53,C,54,18
2017 Fall,1,BCIS,3630,002,OOP BUSINESS,"Guynes,Steve",53,D,15,5
2017 Fall,1,BCIS,3630,002,OOP BUSINESS,"Guynes,Steve",53,F,6,2
2017 Fall,1,BCIS,3630,002,OOP BUSINESS,"Guynes,Steve",53,W,6,2
2017 Fall,1,BCIS,3680,001,ENTERPRISE PROGRAMMING,"Wu,Andy",13,A,21,7
2017 Fall,1,BCIS,3680,001,ENTERPRISE PROGRAMMING,"Wu,Andy",13,B,6,2
2017 Fall,1,BCIS,3680,001,ENTERPRISE PROGRAMMING,"Wu,Andy",13,C,3,1
2017 Fall,1,BCIS,3680,001,ENTERPRISE PROGRAMMING,"Wu,Andy",13,F,3,1
2017 Fall,1,BCIS,3680,001,ENTERPRISE PROGRAMMING,"Wu,Andy",13,W,6,2
2017 Fall,1,BCIS,3680,002,ENTERPRISE PROGRAMMING,"Mai,Bin",38,A,54,18
2017 Fall,1,BCIS,3680,002,ENTERPRISE PROGRAMMING,"Mai,Bin",38,B,51,17
2017 Fall,1,BCIS,3680,002,ENTERPRISE PROGRAMMING,"Mai,Bin",38,C,3,1
2017 Fall,1,BCIS,3680,002,ENTERPRISE PROGRAMMING,"Mai,Bin",38,W,6,2
2017 Fall,1,BCIS,3690,001,ADVANCED MAINFRAME,"Windsor,John",7,A,18,6
2017 Fall,1,BCIS,3690,001,ADVANCED MAINFRAME,"Windsor,John",7,F,3,1
2017 Fall,1,BCIS,4610,001,ANLY BUS INFO SYS,"Sidorova,Anna",64,A,78,26
2017 Fall,1,BCIS,4610,001,ANLY BUS INFO SYS,"Sidorova,Anna",64,B,105,35
2017 Fall,1,BCIS,4610,001,ANLY BUS INFO SYS,"Sidorova,Anna",64,C,6,2
2017 Fall,1,BCIS,4610,001,ANLY BUS INFO SYS,"Sidorova,Anna",64,W,3,1
2017 Fall,1,BCIS,4620,001,DATABASE APPLICAT,"Parrish,James Leslie",43,A,99,33
2017 Fall,1,BCIS,4620,001,DATABASE APPLICAT,"Parrish,James Leslie",43,B,24,8
2017 Fall,1,BCIS,4620,001,DATABASE APPLICAT,"Parrish,James Leslie",43,D,3,1
2017 Fall,1,BCIS,4620,001,DATABASE APPLICAT,"Parrish,James Leslie",43,F,3,1
2017 Fall,1,BCIS,4630,001,FUND IT SECURITY,"Wu,Andy",31,A,42,14
2017 Fall,1,BCIS,4630,001,FUND IT SECURITY,"Wu,Andy",31,B,33,11
2017 Fall,1,BCIS,4630,001,FUND IT SECURITY,"Wu,Andy",31,C,18,6
2017 Fall,1,BCIS,4660,001,DATA WAREHOUSING,"Becker,Jack Douglas",73,A,135,45
2017 Fall,1,BCIS,4660,001,DATA WAREHOUSING,"Becker,Jack Douglas",73,B,66,22
2017 Fall,1,BCIS,4660,001,DATA WAREHOUSING,"Becker,Jack Douglas",73,C,12,4
2017 Fall,1,BCIS,4660,001,DATA WAREHOUSING,"Becker,Jack Douglas",73,D,3,1
2017 Fall,1,BCIS,4660,001,DATA WAREHOUSING,"Becker,Jack Douglas",73,F,3,1
2017 Fall,1,BCIS,4660,002,DATA WAREHOUSING,"Becker,Jack Douglas",46,A,117,39
2017 Fall,1,BCIS,4660,002,DATA WAREHOUSING,"Becker,Jack Douglas",46,B,15,5
2017 Fall,1,BCIS,4660,002,DATA WAREHOUSING,"Becker,Jack Douglas",46,F,3,1
2017 Fall,1,BCIS,4660,002,DATA WAREHOUSING,"Becker,Jack Douglas",46,W,3,1
2017 Fall,1,BCIS,4680,001,BUS DATA COMM NETWORK,"John,Abraham Kondeth",45,A,15,5
2017 Fall,1,BCIS,4680,001,BUS DATA COMM NETWORK,"John,Abraham Kondeth",45,B,30,10
2017 Fall,1,BCIS,4680,001,BUS DATA COMM NETWORK,"John,Abraham Kondeth",45,C,63,21
2017 Fall,1,BCIS,4680,001,BUS DATA COMM NETWORK,"John,Abraham Kondeth",45,D,9,3
2017 Fall,1,BCIS,4680,001,BUS DATA COMM NETWORK,"John,Abraham Kondeth",45,F,12,4
2017 Fall,1,BCIS,4680,001,BUS DATA COMM NETWORK,"John,Abraham Kondeth",45,W,6,2
2017 Fall,1,BCIS,4690,001,INFO TECH MGMT,"Kappelman,Leon A",26,A,42,14
2017 Fall,1,BCIS,4690,001,INFO TECH MGMT,"Kappelman,Leon A",26,B,27,9
2017 Fall,1,BCIS,4690,001,INFO TECH MGMT,"Kappelman,Leon A",26,C,9,3
2017 Fall,1,BCIS,4720,001,WEB INFO TECH,"Windsor,John",47,A,54,18
2017 Fall,1,BCIS,4720,001,WEB INFO TECH,"Windsor,John",47,B,63,21
2017 Fall,1,BCIS,4720,001,WEB INFO TECH,"Windsor,John",47,C,24,8
2017 Fall,1,BCIS,4740,001,ADMIN INFO SECURITY,"Ogbanufe,Obiageli",23,A,30,10
2017 Fall,1,BCIS,4740,001,ADMIN INFO SECURITY,"Ogbanufe,Obiageli",23,B,39,13
2017 Fall,1,BCIS,5120,001,INFO SYSTEMS DEVL,"Koh,Chang E",23,A,33,11
2017 Fall,1,BCIS,5120,001,INFO SYSTEMS DEVL,"Koh,Chang E",23,B,36,12
2017 Fall,1,BCIS,5130,001,PRESENTATION DESIGN,"Peak,Daniel Alan",6,A,15,5
2017 Fall,1,BCIS,5130,001,PRESENTATION DESIGN,"Peak,Daniel Alan",6,I,3,1
2017 Fall,1,BCIS,5680,001,WEB-BASED SYS DEVELOP,"Windsor,John",6,A,15,5
2017 Fall,1,BCIS,5680,001,WEB-BASED SYS DEVELOP,"Windsor,John",6,W,3,1
2017 Fall,1,BCIS,5700,001,STRAT MGMT OF INFO TECH,"Kappelman,Leon A",9,A,21,7
2017 Fall,1,BCIS,5700,001,STRAT MGMT OF INFO TECH,"Kappelman,Leon A",9,B,6,2
2017 Fall,1,BCIS,6010,001,SEM BUSI ADMIN,"Kim,Dan J.",5,A,9,3
2017 Fall,1,BCIS,6010,001,SEM BUSI ADMIN,"Kim,Dan J.",5,I,6,2
2017 Fall,1,BEHV,2300,001,BEHAVIOR PRIN I,"Lovitz,Ellie",36,A,60,20
2017 Fall,1,BEHV,2300,001,BEHAVIOR PRIN I,"Lovitz,Ellie",36,B,24,8
2017 Fall,1,BEHV,2300,001,BEHAVIOR PRIN I,"Lovitz,Ellie",36,C,6,2
2017 Fall,1,BEHV,2300,001,BEHAVIOR PRIN I,"Lovitz,Ellie",36,F,15,5
2017 Fall,1,BEHV,2300,001,BEHAVIOR PRIN I,"Lovitz,Ellie",36,W,3,1
2017 Fall,1,BEHV,2300,002,BEHAVIOR PRIN I,"Lovitz,Ellie",32,A,39,13
2017 Fall,1,BEHV,2300,002,BEHAVIOR PRIN I,"Lovitz,Ellie",32,B,27,9
2017 Fall,1,BEHV,2300,002,BEHAVIOR PRIN I,"Lovitz,Ellie",32,C,24,8
2017 Fall,1,BEHV,2300,002,BEHAVIOR PRIN I,"Lovitz,Ellie",32,F,6,2
2017 Fall,1,BEHV,2300,003,BEHAVIOR PRIN I,"Adams,Owen",33,A,42,14
2017 Fall,1,BEHV,2300,003,BEHAVIOR PRIN I,"Adams,Owen",33,B,15,5
2017 Fall,1,BEHV,2300,003,BEHAVIOR PRIN I,"Adams,Owen",33,C,18,6
2017 Fall,1,BEHV,2300,003,BEHAVIOR PRIN I,"Adams,Owen",33,D,3,1
2017 Fall,1,BEHV,2300,003,BEHAVIOR PRIN I,"Adams,Owen",33,F,6,2
2017 Fall,1,BEHV,2300,003,BEHAVIOR PRIN I,"Adams,Owen",33,W,12,4
2017 Fall,1,BEHV,2300,003,BEHAVIOR PRIN I,"Adams,Owen",33,WF,3,1
2017 Fall,1,BEHV,2300,004,BEHAVIOR PRIN I,"Armshaw,Brennan Patrick",41,A,60,20
2017 Fall,1,BEHV,2300,004,BEHAVIOR PRIN I,"Armshaw,Brennan Patrick",41,B,24,8
2017 Fall,1,BEHV,2300,004,BEHAVIOR PRIN I,"Armshaw,Brennan Patrick",41,C,6,2
2017 Fall,1,BEHV,2300,004,BEHAVIOR PRIN I,"Armshaw,Brennan Patrick",41,D,6,2
2017 Fall,1,BEHV,2300,004,BEHAVIOR PRIN I,"Armshaw,Brennan Patrick",41,F,15,5
2017 Fall,1,BEHV,2300,004,BEHAVIOR PRIN I,"Armshaw,Brennan Patrick",41,I,3,1
2017 Fall,1,BEHV,2300,004,BEHAVIOR PRIN I,"Armshaw,Brennan Patrick",41,W,9,3
2017 Fall,1,BEHV,2300,005,BEHAVIOR PRIN I,"Armshaw,Brennan Patrick",13,A,12,4
2017 Fall,1,BEHV,2300,005,BEHAVIOR PRIN I,"Armshaw,Brennan Patrick",13,B,18,6
2017 Fall,1,BEHV,2300,005,BEHAVIOR PRIN I,"Armshaw,Brennan Patrick",13,C,6,2
2017 Fall,1,BEHV,2300,005,BEHAVIOR PRIN I,"Armshaw,Brennan Patrick",13,F,3,1
2017 Fall,1,BEHV,2700,001,BEHAVIOR PRIN II,"Adams,Owen",26,A,39,13
2017 Fall,1,BEHV,2700,001,BEHAVIOR PRIN II,"Adams,Owen",26,B,24,8
2017 Fall,1,BEHV,2700,001,BEHAVIOR PRIN II,"Adams,Owen",26,C,3,1
2017 Fall,1,BEHV,2700,001,BEHAVIOR PRIN II,"Adams,Owen",26,F,9,3
2017 Fall,1,BEHV,2700,001,BEHAVIOR PRIN II,"Adams,Owen",26,W,3,1
2017 Fall,1,BEHV,3000,001,AUTISM I BASIC TECH,"Toussaint,Karen Ann",30,A,21,7
2017 Fall,1,BEHV,3000,001,AUTISM I BASIC TECH,"Toussaint,Karen Ann",30,B,36,12
2017 Fall,1,BEHV,3000,001,AUTISM I BASIC TECH,"Toussaint,Karen Ann",30,C,9,3
2017 Fall,1,BEHV,3000,001,AUTISM I BASIC TECH,"Toussaint,Karen Ann",30,D,3,1
2017 Fall,1,BEHV,3000,001,AUTISM I BASIC TECH,"Toussaint,Karen Ann",30,F,12,4
2017 Fall,1,BEHV,3000,001,AUTISM I BASIC TECH,"Toussaint,Karen Ann",30,W,3,1
2017 Fall,1,BEHV,3000,001,AUTISM I BASIC TECH,"Toussaint,Karen Ann",30,WF,6,2
